complaint_id,account_id,customer_id,complaint_type,description,severity,complaint_date,status
CMP-002284,803070260,CUST-0104245,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2024-01-05,UNDER_REVIEW
CMP-002285,80C907FC0,CUST-0075786,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2023-03-06,OPEN
CMP-002286,811CCE2B0,CUST-0111404,Fraud Report,Customer reported an unexpected transfer.,HIGH,2023-09-06,OPEN
CMP-002287,804F8C460,CUST-0015115,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2024-09-05,RESOLVED
CMP-002288,805967460,CUST-0048083,Identity Concern,Customer raised an identity verification concern.,LOW,2024-04-14,OPEN
CMP-002289,80FEF0300,CUST-0028638,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2023-03-25,UNDER_REVIEW
CMP-002290,80BA56E40,CUST-0057576,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2023-09-14,OPEN
CMP-002291,801F1DED0,CUST-0045777,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2022-06-13,RESOLVED
CMP-002292,8072256C0,CUST-0090709,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2023-04-12,UNDER_REVIEW
CMP-002293,800F8FC70,CUST-0116783,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2024-05-22,RESOLVED
CMP-002294,802CA1D40,CUST-0097985,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2022-05-02,RESOLVED
CMP-002295,8083C2800,CUST-0043248,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2022-09-01,UNDER_REVIEW
CMP-002296,801448640,CUST-0064272,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2024-08-07,RESOLVED
CMP-002297,80C592AD0,CUST-0018626,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2022-09-12,OPEN
CMP-002298,8057955C0,CUST-0074987,Fraud Report,Unusual account behaviour was reported.,HIGH,2023-10-27,UNDER_REVIEW
CMP-002299,80C377220,CUST-0024930,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2022-03-27,UNDER_REVIEW
CMP-002300,80BA46560,CUST-0023862,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2024-07-08,OPEN
CMP-002301,80D1B4870,CUST-0047045,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2023-10-03,RESOLVED
CMP-002302,800712050,CUST-0059621,Fraud Report,Customer reported an unexpected transfer.,HIGH,2024-09-15,OPEN
CMP-002303,8048194A0,CUST-0023810,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2023-07-05,RESOLVED
CMP-002304,812211C50,CUST-0054367,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-09-21,UNDER_REVIEW
CMP-002305,8001C9B30,CUST-0073900,Fraud Report,Potential fraudulent activity was reported.,MEDIUM,2022-08-14,RESOLVED
CMP-002306,804AB3870,CUST-0047572,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2023-10-07,OPEN
CMP-002307,81107EAB0,CUST-0054011,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2024-01-18,UNDER_REVIEW
CMP-002308,8083EE1B0,CUST-0076820,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2022-04-06,OPEN
CMP-002309,813A8BAC0,CUST-0006400,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2024-04-15,RESOLVED
CMP-002310,803F07670,CUST-0013958,Fraud Report,Customer reported unusual transaction activity.,HIGH,2022-07-04,OPEN
CMP-002311,80B234750,CUST-0101550,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2024-06-25,OPEN
CMP-002312,8044D0C20,CUST-0061619,Suspicious Transaction,Customer raised an identity verification concern.,MEDIUM,2022-05-27,UNDER_REVIEW
CMP-002313,811BAF8C0,CUST-0041273,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2024-07-19,RESOLVED
CMP-002314,8027D0600,CUST-0034141,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2024-02-08,UNDER_REVIEW
CMP-002315,80EA9A940,CUST-0068722,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2023-01-29,RESOLVED
CMP-002316,8061358E0,CUST-0050184,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2024-08-15,OPEN
CMP-002317,807C26190,CUST-0035641,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2022-10-02,OPEN
CMP-002318,800DBE480,CUST-0009474,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2024-09-07,RESOLVED
CMP-002319,807F5A560,CUST-0047451,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2022-03-29,RESOLVED
CMP-002320,806391330,CUST-0051636,Identity Concern,Customer reported an unexpected transfer.,HIGH,2024-07-02,UNDER_REVIEW
CMP-002321,803D52E60,CUST-0107701,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2023-05-06,RESOLVED
CMP-002322,80E5B1780,CUST-0021108,Fraud Report,Unusual account behaviour was reported.,LOW,2023-12-10,OPEN
CMP-002323,804D4F8A0,CUST-0090780,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2024-04-24,OPEN
CMP-002324,8013BDAF0,CUST-0042594,Identity Concern,Customer reported an unexpected transfer.,LOW,2023-06-08,OPEN
CMP-002325,8077CC110,CUST-0082930,Unauthorized Transfer,Customer raised an identity verification concern.,CRITICAL,2022-01-25,OPEN
CMP-002326,807C5D0F0,CUST-0086758,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2022-12-28,RESOLVED
CMP-002327,8037886C0,CUST-0105408,Suspicious Transaction,Customer raised an identity verification concern.,MEDIUM,2024-06-24,OPEN
CMP-002328,801738780,CUST-0015644,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-08-18,OPEN
CMP-002329,80574DDE0,CUST-0059493,Fraud Report,Customer reported unusual transaction activity.,HIGH,2023-09-23,OPEN
CMP-002330,807812BF0,CUST-0072249,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2024-07-06,OPEN
CMP-002331,804E54590,CUST-0058507,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2023-03-15,RESOLVED
CMP-002332,80BD8BFF0,CUST-0036097,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2023-03-12,UNDER_REVIEW
CMP-002333,800473EB0,CUST-0065205,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2024-06-15,RESOLVED
CMP-002334,8027FCFA0,CUST-0030671,Fraud Report,Customer reported unusual transaction activity.,LOW,2023-01-13,OPEN
CMP-002335,814352C51,CUST-0087874,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2024-03-07,UNDER_REVIEW
CMP-002336,8005D2150,CUST-0076663,Identity Concern,Customer reported unusual transaction activity.,LOW,2023-04-03,RESOLVED
CMP-002337,8072788A0,CUST-0042278,Fraud Report,Customer reported an unexpected transfer.,LOW,2023-03-14,UNDER_REVIEW
CMP-002338,80B64E160,CUST-0056856,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2022-05-11,UNDER_REVIEW
CMP-002339,80EFE9E00,CUST-0074200,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2023-05-22,RESOLVED
CMP-002340,800F73950,CUST-0106919,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2024-03-23,UNDER_REVIEW
CMP-002341,80D552940,CUST-0090512,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2023-03-05,RESOLVED
CMP-002342,808281B90,CUST-0001285,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2023-07-04,RESOLVED
CMP-002343,80C0A9010,CUST-0013524,Identity Concern,Unusual account behaviour was reported.,MEDIUM,2024-01-03,RESOLVED
CMP-002344,8100DBFA0,CUST-0082413,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2022-03-31,OPEN
CMP-002345,808E89110,CUST-0083207,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2024-05-21,OPEN
CMP-002346,8122E5DA0,CUST-0007169,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2024-08-01,UNDER_REVIEW
CMP-002347,8032CB9D0,CUST-0039169,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-05-19,OPEN
CMP-002348,80FBC4B50,CUST-0040350,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2024-05-05,OPEN
CMP-002349,800D76610,CUST-0003657,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2024-04-27,OPEN
CMP-002350,806E39F10,CUST-0038002,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2024-09-12,RESOLVED
CMP-002351,80CDA6400,CUST-0012075,Identity Concern,Potential fraudulent activity was reported.,LOW,2024-09-15,RESOLVED
CMP-002352,811675020,CUST-0046774,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-04-19,RESOLVED
CMP-002353,80D885580,CUST-0077477,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2024-06-10,UNDER_REVIEW
CMP-002354,8068D7D10,CUST-0089179,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-05-25,OPEN
CMP-002355,803E38480,CUST-0049406,Identity Concern,Customer reported an unexpected transfer.,MEDIUM,2023-08-06,UNDER_REVIEW
CMP-002356,80F903BF0,CUST-0106674,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2024-02-01,UNDER_REVIEW
CMP-002357,81079F7A0,CUST-0100536,Fraud Report,Customer raised an identity verification concern.,LOW,2023-02-26,UNDER_REVIEW
CMP-002358,80053AB90,CUST-0054946,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2022-04-24,RESOLVED
CMP-002359,8014E5971,CUST-0007985,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2024-02-09,OPEN
CMP-002360,80254A570,CUST-0099440,Identity Concern,Customer raised an identity verification concern.,HIGH,2023-02-10,RESOLVED
CMP-002361,80CF53050,CUST-0038278,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2023-05-29,OPEN
CMP-002362,80AED8370,CUST-0055993,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-10-06,OPEN
CMP-002363,809A6D340,CUST-0100053,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2024-01-31,OPEN
CMP-002364,81422A0E0,CUST-0090523,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2023-02-06,RESOLVED
CMP-002365,80EEA4250,CUST-0034734,Identity Concern,Potential fraudulent activity was reported.,CRITICAL,2023-04-25,UNDER_REVIEW
CMP-002366,80CCBFFC0,CUST-0056469,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2022-06-18,OPEN
CMP-002367,80E4DB760,CUST-0109128,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-10-04,UNDER_REVIEW
CMP-002368,800AC3280,CUST-0092627,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2023-09-10,UNDER_REVIEW
CMP-002369,8035918F0,CUST-0033575,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2022-06-16,OPEN
CMP-002370,810A09EA0,CUST-0109296,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2023-09-04,RESOLVED
CMP-002371,80C781E40,CUST-0069996,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2022-07-26,OPEN
CMP-002372,8040ACEE0,CUST-0091154,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2024-09-27,RESOLVED
CMP-002373,8007F4220,CUST-0063946,Identity Concern,Customer reported unusual transaction activity.,LOW,2024-03-20,UNDER_REVIEW
CMP-002374,803AFDEE0,CUST-0034667,Fraud Report,Customer reported unusual transaction activity.,HIGH,2022-04-06,UNDER_REVIEW
CMP-002375,81353BA30,CUST-0071579,Identity Concern,Unusual account behaviour was reported.,MEDIUM,2024-09-08,UNDER_REVIEW
CMP-002376,80DD25950,CUST-0058587,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2024-02-09,RESOLVED
CMP-002377,806605240,CUST-0052314,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2023-11-22,RESOLVED
CMP-002378,8058460C0,CUST-0098493,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2023-05-31,OPEN
CMP-002379,813F7C1F1,CUST-0091130,Identity Concern,Customer raised an identity verification concern.,LOW,2023-08-25,UNDER_REVIEW
CMP-002380,802FFD610,CUST-0116235,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2022-06-15,RESOLVED
CMP-002381,80487BF20,CUST-0066769,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2022-04-06,RESOLVED
CMP-002382,808817DA0,CUST-0091496,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2022-06-14,UNDER_REVIEW
CMP-002383,8132F6450,CUST-0049629,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2024-03-15,UNDER_REVIEW
CMP-002384,811658700,CUST-0084289,Identity Concern,Customer reported unusual transaction activity.,CRITICAL,2023-10-01,OPEN
CMP-002385,80C75B940,CUST-0061015,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2022-08-02,OPEN
CMP-002386,801B46670,CUST-0014608,Identity Concern,Customer reported unusual transaction activity.,LOW,2023-08-04,OPEN
CMP-002387,802F68B80,CUST-0097281,Fraud Report,Unusual account behaviour was reported.,LOW,2024-02-24,UNDER_REVIEW
CMP-002388,80A892E70,CUST-0056421,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2022-04-07,UNDER_REVIEW
CMP-002389,805C0F7C0,CUST-0035811,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-06-15,UNDER_REVIEW
CMP-002390,8014A1950,CUST-0105382,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2022-04-02,UNDER_REVIEW
CMP-002391,812BF4C30,CUST-0001863,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2023-04-30,OPEN
CMP-002392,80184CB30,CUST-0071640,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2024-09-22,UNDER_REVIEW
CMP-002393,810665480,CUST-0040590,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2024-05-29,RESOLVED
CMP-002394,802D6E250,CUST-0067774,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-07-28,RESOLVED
CMP-002395,801585AA0,CUST-0040396,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2024-05-15,OPEN
CMP-002396,80C7964C0,CUST-0093629,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2023-11-30,UNDER_REVIEW
CMP-002397,81180E480,CUST-0039749,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2024-06-17,RESOLVED
CMP-002398,80D984110,CUST-0061552,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2024-03-20,OPEN
CMP-002399,80CBFC800,CUST-0113447,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2024-05-23,OPEN
CMP-002400,80538F480,CUST-0014068,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2023-08-07,UNDER_REVIEW
CMP-002401,80E4C2BD0,CUST-0094242,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-06-14,UNDER_REVIEW
CMP-002402,811F7F2B0,CUST-0076975,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2023-04-25,OPEN
CMP-002403,80C6AFB80,CUST-0094588,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2022-07-04,OPEN
CMP-002404,80AEFBC00,CUST-0039062,Fraud Report,Customer reported unusual transaction activity.,HIGH,2023-02-16,UNDER_REVIEW
CMP-002405,809606D10,CUST-0013077,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2023-09-11,OPEN
CMP-002406,800DA9CD0,CUST-0027785,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2022-10-13,UNDER_REVIEW
CMP-002407,803B56EC0,CUST-0116452,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2022-05-30,RESOLVED
CMP-002408,800220E60,CUST-0030334,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-03-03,UNDER_REVIEW
CMP-002409,8044B3870,CUST-0009132,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2023-04-30,OPEN
CMP-002410,80840DF90,CUST-0098421,Identity Concern,Potential fraudulent activity was reported.,HIGH,2024-09-02,RESOLVED
CMP-002411,80A13AB80,CUST-0056087,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-06-30,UNDER_REVIEW
CMP-002412,8144F8770,CUST-0072948,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2023-02-19,UNDER_REVIEW
CMP-002413,802B66000,CUST-0004023,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2023-06-22,OPEN
CMP-002414,80C6FF260,CUST-0096974,Identity Concern,Potential fraudulent activity was reported.,HIGH,2022-04-05,OPEN
CMP-002415,8142B0A21,CUST-0100440,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2022-07-23,UNDER_REVIEW
CMP-002416,803DDBD00,CUST-0092811,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-07-03,RESOLVED
CMP-002417,8033D2620,CUST-0047057,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2023-08-08,OPEN
CMP-002418,803E194F0,CUST-0106925,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2024-01-11,UNDER_REVIEW
CMP-002419,812F9A2B0,CUST-0100986,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2023-11-12,UNDER_REVIEW
CMP-002420,800118A80,CUST-0023376,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-08-14,OPEN
CMP-002421,803A872C0,CUST-0038567,Identity Concern,Potential fraudulent activity was reported.,LOW,2024-03-22,UNDER_REVIEW
CMP-002422,80EDB7610,CUST-0049357,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2024-08-23,OPEN
CMP-002423,80D1E7640,CUST-0095783,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2022-08-12,RESOLVED
CMP-002424,801FEF760,CUST-0048920,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2023-01-22,OPEN
CMP-002425,80B815920,CUST-0112844,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2024-09-22,UNDER_REVIEW
CMP-002426,803D43820,CUST-0002393,Fraud Report,Potential fraudulent activity was reported.,LOW,2022-01-17,RESOLVED
CMP-002427,802F593C0,CUST-0057275,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2023-05-27,UNDER_REVIEW
CMP-002428,8026FC720,CUST-0067583,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2022-12-27,OPEN
CMP-002429,8129D7330,CUST-0076176,Unauthorized Transfer,Customer raised an identity verification concern.,CRITICAL,2024-08-06,UNDER_REVIEW
CMP-002430,806A526F1,CUST-0104337,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-07-01,RESOLVED
CMP-002431,8144A2BE0,CUST-0066128,Identity Concern,Potential fraudulent activity was reported.,CRITICAL,2023-03-23,RESOLVED
CMP-002432,809EA6DD0,CUST-0033238,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2022-10-18,OPEN
CMP-002433,803DCE670,CUST-0095017,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2022-04-02,OPEN
CMP-002434,800816450,CUST-0032187,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2023-05-24,RESOLVED
CMP-002435,80111FA70,CUST-0058557,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2023-03-31,RESOLVED
CMP-002436,81444CAA0,CUST-0057931,Identity Concern,Customer reported an unexpected transfer.,MEDIUM,2022-10-24,UNDER_REVIEW
CMP-002437,810381260,CUST-0015479,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2023-07-19,UNDER_REVIEW
CMP-002438,810752000,CUST-0106926,Suspicious Transaction,Potential fraudulent activity was reported.,CRITICAL,2024-08-31,UNDER_REVIEW
CMP-002439,802235070,CUST-0098916,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-07-18,OPEN
CMP-002440,8033103F0,CUST-0070925,Fraud Report,Potential fraudulent activity was reported.,HIGH,2023-06-04,UNDER_REVIEW
CMP-002441,8016AB810,CUST-0071796,Identity Concern,Customer reported an unexpected transfer.,LOW,2024-05-08,UNDER_REVIEW
CMP-002442,8073CE7A0,CUST-0072819,Suspicious Transaction,Customer reported unusual transaction activity.,MEDIUM,2022-02-03,UNDER_REVIEW
CMP-002443,80268AE40,CUST-0107668,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2024-05-10,UNDER_REVIEW
CMP-002444,8027320B0,CUST-0021823,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2022-06-24,RESOLVED
CMP-002445,80BA57230,CUST-0051569,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2024-09-23,OPEN
CMP-002446,805978AC0,CUST-0046323,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2024-03-31,RESOLVED
CMP-002447,806697740,CUST-0093825,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-02-04,RESOLVED
CMP-002448,800060130,CUST-0089619,Identity Concern,Customer reported an unexpected transfer.,LOW,2022-06-12,RESOLVED
CMP-002449,803B09BA0,CUST-0046710,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2024-03-31,RESOLVED
CMP-002450,8077454A0,CUST-0064952,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2023-08-14,UNDER_REVIEW
CMP-002451,80B7B9AB0,CUST-0107375,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-07-28,UNDER_REVIEW
CMP-002452,80C81CAB0,CUST-0075782,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2022-01-12,RESOLVED
CMP-002453,804D6E600,CUST-0103039,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2023-12-26,OPEN
CMP-002454,8014E85C0,CUST-0074365,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-01-31,OPEN
CMP-002455,812659780,CUST-0054382,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2022-09-03,RESOLVED
CMP-002456,8099AFE60,CUST-0068860,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2024-05-10,RESOLVED
CMP-002457,8088A9880,CUST-0063379,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2022-02-22,RESOLVED
CMP-002458,8010EB680,CUST-0058723,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2022-01-24,UNDER_REVIEW
CMP-002459,806340300,CUST-0067572,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2024-08-07,OPEN
CMP-002460,80A059DD0,CUST-0019887,Fraud Report,Customer reported an unexpected transfer.,LOW,2022-10-17,OPEN
CMP-002461,810A1F2F0,CUST-0092568,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2023-05-22,OPEN
CMP-002462,8058B8380,CUST-0052424,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2023-05-18,UNDER_REVIEW
CMP-002463,80363D270,CUST-0059555,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2024-09-09,UNDER_REVIEW
CMP-002464,8047E2E60,CUST-0091742,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2024-06-30,OPEN
CMP-002465,80651A7A0,CUST-0081404,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-11-02,OPEN
CMP-002466,8032BE650,CUST-0023306,Fraud Report,Potential fraudulent activity was reported.,CRITICAL,2024-09-26,RESOLVED
CMP-002467,8049F5B40,CUST-0085378,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2023-09-07,RESOLVED
CMP-002468,8026342A0,CUST-0055887,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2024-01-30,RESOLVED
CMP-002469,80418E5A0,CUST-0067909,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2022-01-31,OPEN
CMP-002470,80507F800,CUST-0082018,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2024-06-06,OPEN
CMP-002471,800BE97C0,CUST-0073572,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2022-12-02,RESOLVED
CMP-002472,80EE87610,CUST-0037201,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2023-12-10,UNDER_REVIEW
CMP-002473,80587E9D0,CUST-0075103,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-07-24,UNDER_REVIEW
CMP-002474,80B8B23D0,CUST-0036210,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2024-02-03,OPEN
CMP-002475,80E91D110,CUST-0111657,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2022-09-14,UNDER_REVIEW
CMP-002476,80B71B520,CUST-0052469,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2022-04-16,OPEN
CMP-002477,80C5B4500,CUST-0049153,Unauthorized Transfer,Customer raised an identity verification concern.,CRITICAL,2024-03-24,UNDER_REVIEW
CMP-002478,80D71CE90,CUST-0085724,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2023-03-10,RESOLVED
CMP-002479,807199280,CUST-0054234,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2022-04-21,OPEN
CMP-002480,802F04AE0,CUST-0039430,Fraud Report,Potential fraudulent activity was reported.,LOW,2023-08-04,UNDER_REVIEW
CMP-002481,804126CE0,CUST-0101911,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2022-06-21,RESOLVED
CMP-002482,803F88850,CUST-0031841,Fraud Report,Unusual account behaviour was reported.,HIGH,2023-02-24,UNDER_REVIEW
CMP-002483,80E236CD0,CUST-0049871,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2022-01-31,UNDER_REVIEW
CMP-002484,80D77CBA0,CUST-0002874,Unauthorized Transfer,Potential fraudulent activity was reported.,MEDIUM,2024-03-20,OPEN
CMP-002485,806125650,CUST-0042162,Fraud Report,Potential fraudulent activity was reported.,MEDIUM,2022-08-09,UNDER_REVIEW
CMP-002486,814522890,CUST-0028840,Suspicious Transaction,Potential fraudulent activity was reported.,LOW,2022-05-06,RESOLVED
CMP-002487,802747E40,CUST-0104070,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2022-12-03,OPEN
CMP-002488,8081EF4B0,CUST-0101968,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2023-07-30,RESOLVED
CMP-002489,80D6D7A40,CUST-0038865,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2022-08-06,RESOLVED
CMP-002490,801B99360,CUST-0065424,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-10-12,RESOLVED
CMP-002491,800057620,CUST-0081459,Identity Concern,Potential fraudulent activity was reported.,HIGH,2024-02-14,OPEN
CMP-002492,8098D43F0,CUST-0002144,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2022-07-21,OPEN
CMP-002493,80595CF30,CUST-0116447,Identity Concern,Customer reported unusual transaction activity.,LOW,2022-10-09,UNDER_REVIEW
CMP-002494,80CA06040,CUST-0023133,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2022-06-25,OPEN
CMP-002495,80DD58FA0,CUST-0031437,Suspicious Transaction,Potential fraudulent activity was reported.,LOW,2023-08-14,RESOLVED
CMP-002496,8065F5A90,CUST-0096496,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2024-03-13,UNDER_REVIEW
