relationship_id,account_id,connected_account_id,relationship_type,ownership_percentage,relationship_start_date
REL-0023498,808566C50,80F97A4B0,RELATED_ACCOUNT,40.6,2022-05-26
REL-0023499,80CD42D30,8108F48E0,BENEFICIAL_OWNER,89.5,2024-02-18
REL-0023500,8134F03A0,8004EAB90,BENEFICIAL_OWNER,11.77,2018-12-14
REL-0023501,806A8D200,80C683040,BUSINESS_ASSOCIATE,59.82,2023-10-30
REL-0023502,80AAE4150,80EFACF30,BENEFICIAL_OWNER,31.32,2022-12-11
REL-0023503,813251980,812D19040,BUSINESS_ASSOCIATE,75.27,2018-05-20
REL-0023504,813B4C8D1,800A93050,SHARED_OWNER,10.23,2018-05-03
REL-0023505,8010C3780,80184D040,RELATED_ACCOUNT,27.9,2023-06-03
REL-0023506,80D106450,80690CEA0,RELATED_ACCOUNT,20.88,2023-04-18
REL-0023507,8129947A0,814253E71,SHARED_OWNER,74.43,2022-11-25
REL-0023508,801F24DF0,814031ED1,RELATED_ACCOUNT,31.05,2020-07-29
REL-0023509,804139940,80E511E00,AUTHORIZED_USER,56.65,2023-11-08
REL-0023510,80D4FCDB0,805932690,AUTHORIZED_USER,29.25,2024-07-31
REL-0023511,8090206F0,80CB568B0,AUTHORIZED_USER,99.56,2019-08-15
REL-0023512,805D59FB0,800B404B0,AUTHORIZED_USER,24.58,2019-07-04
REL-0023513,808D6A600,808A930B0,SHARED_OWNER,27.81,2022-09-30
REL-0023514,810689E00,80595A510,BUSINESS_ASSOCIATE,78.5,2022-03-03
REL-0023515,80F472E20,8075F1E80,AUTHORIZED_USER,25.87,2024-06-21
REL-0023516,8004C0E20,80A5E9640,BENEFICIAL_OWNER,66.0,2021-07-09
REL-0023517,809C36A50,8013F9DF0,SHARED_OWNER,68.9,2023-03-29
REL-0023518,801AFE970,811BC1540,BUSINESS_ASSOCIATE,57.29,2023-02-14
REL-0023519,809B47BA0,80B24CA30,RELATED_ACCOUNT,29.66,2019-12-26
REL-0023520,8098C5FE0,800091320,BUSINESS_ASSOCIATE,96.81,2018-10-01
REL-0023521,80D056620,80BBDB850,AUTHORIZED_USER,97.44,2019-02-02
REL-0023522,808D5F4E0,8139BF880,SHARED_OWNER,71.84,2024-08-12
REL-0023523,80D1F9610,8063DFA60,RELATED_ACCOUNT,76.54,2022-08-28
REL-0023524,800868080,801FD1F00,BENEFICIAL_OWNER,21.67,2023-05-22
REL-0023525,8086B3FE0,80A6FDBD0,RELATED_ACCOUNT,75.75,2022-11-16
REL-0023526,8038CED70,80A24E4C0,AUTHORIZED_USER,87.83,2020-05-18
REL-0023527,800BFA330,813C2A621,BUSINESS_ASSOCIATE,90.69,2022-06-07
REL-0023528,800A00050,8046BB970,AUTHORIZED_USER,80.95,2019-06-24
REL-0023529,800C26190,802132A60,SHARED_OWNER,23.27,2023-11-05
REL-0023530,80D891BF0,800A460C0,BENEFICIAL_OWNER,57.14,2024-03-19
REL-0023531,80BD26A70,80118DB30,RELATED_ACCOUNT,94.42,2023-06-12
REL-0023532,801B96B20,812B17540,SHARED_OWNER,19.85,2018-03-19
REL-0023533,809496B40,8069A62C0,AUTHORIZED_USER,91.14,2019-12-18
REL-0023534,80548BAF0,803EC3610,BENEFICIAL_OWNER,28.2,2019-07-10
REL-0023535,8085E7FB0,8066388E0,BUSINESS_ASSOCIATE,10.44,2018-12-01
REL-0023536,80BAB8EB0,8035CEEA0,BUSINESS_ASSOCIATE,52.99,2023-03-04
REL-0023537,802D57EB0,800CBD430,BENEFICIAL_OWNER,34.2,2021-06-27
REL-0023538,80861BEF0,80AD2C160,SHARED_OWNER,89.78,2023-03-17
REL-0023539,800EDCA60,80AAE3050,BENEFICIAL_OWNER,77.23,2020-07-15
REL-0023540,8063363F0,811C2B0E0,RELATED_ACCOUNT,22.95,2021-08-22
REL-0023541,80621F6E0,80382C2B0,BUSINESS_ASSOCIATE,43.46,2021-07-23
REL-0023542,80C663E30,80C4D47E0,BUSINESS_ASSOCIATE,69.47,2024-02-04
REL-0023543,80574A230,806B47D50,SHARED_OWNER,38.06,2021-08-01
REL-0023544,80EE712C0,812D6E9D0,AUTHORIZED_USER,76.75,2022-08-14
REL-0023545,811181330,80B3F3C50,AUTHORIZED_USER,41.2,2022-08-07
REL-0023546,808052EF0,80AB37470,AUTHORIZED_USER,5.65,2024-05-11
REL-0023547,80ACB3B40,8113616E0,BENEFICIAL_OWNER,49.45,2018-06-29
REL-0023548,80A444B70,80EBDFC10,AUTHORIZED_USER,65.93,2020-07-04
REL-0023549,800356300,80688B8A0,RELATED_ACCOUNT,61.97,2024-03-04
REL-0023550,8146F7920,80048B720,SHARED_OWNER,27.21,2019-02-14
REL-0023551,80E89AD30,80005ADE0,BENEFICIAL_OWNER,54.48,2023-04-25
REL-0023552,80B61F6E0,807299D50,AUTHORIZED_USER,30.8,2024-03-08
REL-0023553,80ABAA580,809139F60,BENEFICIAL_OWNER,79.89,2021-08-21
REL-0023554,810A17440,8089FAC70,AUTHORIZED_USER,88.47,2022-10-22
REL-0023555,804BD4BF0,802F98320,RELATED_ACCOUNT,56.09,2020-10-31
REL-0023556,80229AA80,807CD5F60,SHARED_OWNER,56.83,2022-05-10
REL-0023557,8035AE5C0,8141E2950,AUTHORIZED_USER,27.36,2023-10-02
REL-0023558,807C60320,80E18B090,RELATED_ACCOUNT,20.6,2021-09-02
REL-0023559,80A139D00,809A6D340,BUSINESS_ASSOCIATE,88.59,2019-01-08
REL-0023560,801F0C8C0,808D12790,AUTHORIZED_USER,65.99,2024-06-20
REL-0023561,8060B2C80,804C15150,AUTHORIZED_USER,40.97,2022-04-27
REL-0023562,807949EC0,812197AF0,BENEFICIAL_OWNER,18.23,2020-01-13
REL-0023563,811AFF6F0,80DD81190,AUTHORIZED_USER,46.48,2019-12-18
REL-0023564,80724F360,802D3A020,RELATED_ACCOUNT,11.69,2024-07-04
REL-0023565,80B7E0D00,81098EB80,AUTHORIZED_USER,18.18,2019-06-19
REL-0023566,8069EFE00,8017D32A0,BENEFICIAL_OWNER,93.22,2018-01-07
REL-0023567,80A22A460,808976F40,AUTHORIZED_USER,5.23,2024-06-25
REL-0023568,80010F850,80D8BC7A0,AUTHORIZED_USER,52.86,2023-06-22
REL-0023569,806537EE0,808D5FA30,BENEFICIAL_OWNER,33.43,2024-02-21
REL-0023570,80F39BAE0,807BF5940,BENEFICIAL_OWNER,18.27,2023-09-23
REL-0023571,80EC3A5F0,8043FEA00,AUTHORIZED_USER,20.38,2020-05-15
REL-0023572,802889620,80DD8EC00,SHARED_OWNER,59.04,2023-09-14
REL-0023573,800C39C60,800DB3600,SHARED_OWNER,97.15,2022-07-02
REL-0023574,8055DBF80,800629A20,RELATED_ACCOUNT,33.39,2018-05-02
REL-0023575,810809920,80E9AF990,BUSINESS_ASSOCIATE,21.71,2020-04-18
REL-0023576,80E9885D0,80DB654D0,SHARED_OWNER,11.18,2018-11-20
REL-0023577,8047FAE40,806E17AB0,BUSINESS_ASSOCIATE,92.23,2022-09-23
REL-0023578,80D52DA80,807E67650,RELATED_ACCOUNT,13.02,2024-01-05
REL-0023579,8004EAFD0,801D1B000,BUSINESS_ASSOCIATE,78.15,2020-02-29
REL-0023580,80FDFC330,80F34E120,BUSINESS_ASSOCIATE,75.78,2024-06-12
REL-0023581,80052FDC0,804AC2970,SHARED_OWNER,34.62,2022-06-25
REL-0023582,80938F730,80F5C42F0,AUTHORIZED_USER,7.64,2018-02-23
REL-0023583,80021B080,813039440,RELATED_ACCOUNT,80.97,2019-11-16
REL-0023584,809476E00,803BC7BE0,AUTHORIZED_USER,92.52,2024-09-06
REL-0023585,8015B5F50,806F1CCD0,SHARED_OWNER,12.94,2023-04-13
REL-0023586,80A795A40,801F9F230,BENEFICIAL_OWNER,25.19,2020-04-17
REL-0023587,80578F090,802AF1530,AUTHORIZED_USER,66.61,2019-01-22
REL-0023588,8080BA420,81277A970,BENEFICIAL_OWNER,13.92,2024-01-17
REL-0023589,80E4330D0,80F59D8A0,AUTHORIZED_USER,38.35,2024-03-18
REL-0023590,811FB9600,81419CB00,BENEFICIAL_OWNER,86.6,2023-09-17
REL-0023591,81187A8D0,8030FBAF0,SHARED_OWNER,45.05,2021-05-24
REL-0023592,805C02040,80A21F060,AUTHORIZED_USER,42.93,2019-03-25
REL-0023593,805E120A0,814965930,BUSINESS_ASSOCIATE,86.11,2018-08-13
REL-0023594,8105DA3C0,80A83E6E0,AUTHORIZED_USER,33.75,2020-01-27
REL-0023595,8113DED80,800E65BE0,AUTHORIZED_USER,12.55,2022-08-17
REL-0023596,80B97F460,806545850,SHARED_OWNER,34.0,2019-06-17
REL-0023597,808913440,8051F5B90,AUTHORIZED_USER,39.83,2019-01-30
REL-0023598,800801FE0,813E54821,RELATED_ACCOUNT,82.66,2023-01-24
REL-0023599,801601880,80A4C8880,BUSINESS_ASSOCIATE,36.78,2021-05-02
REL-0023600,807394C70,80C6839F0,AUTHORIZED_USER,40.72,2019-03-20
REL-0023601,80009FC10,80117D700,BUSINESS_ASSOCIATE,30.72,2020-08-17
REL-0023602,80E97D400,80A311320,RELATED_ACCOUNT,86.67,2019-08-26
REL-0023603,8038E7A50,811A67510,BUSINESS_ASSOCIATE,57.24,2022-10-10
REL-0023604,80F5197D0,8105BBBA0,BUSINESS_ASSOCIATE,51.43,2020-11-19
REL-0023605,80474A2B0,807060490,BUSINESS_ASSOCIATE,23.3,2024-04-30
REL-0023606,814255D00,801C0FFB0,BENEFICIAL_OWNER,70.57,2019-10-05
REL-0023607,80A9DC050,8025DC810,BUSINESS_ASSOCIATE,97.53,2018-12-23
REL-0023608,806656600,80606ECA0,BENEFICIAL_OWNER,64.62,2019-10-11
REL-0023609,801B4C860,8064693B0,BENEFICIAL_OWNER,56.83,2019-09-15
REL-0023610,8039C7500,80A37EA00,AUTHORIZED_USER,47.46,2024-01-22
REL-0023611,80D8EACE0,8057557B0,AUTHORIZED_USER,24.18,2020-07-12
REL-0023612,80B508910,807FFD2F0,SHARED_OWNER,26.9,2023-05-08
REL-0023613,802C067E0,807B90390,BENEFICIAL_OWNER,93.77,2021-11-03
REL-0023614,800B0DBA0,802D55D00,SHARED_OWNER,98.94,2020-02-18
REL-0023615,800823E60,80ACA6960,AUTHORIZED_USER,55.27,2023-09-23
REL-0023616,80F21F050,80AF351E0,SHARED_OWNER,95.11,2018-04-22
REL-0023617,8048C0510,80ADE0AD0,SHARED_OWNER,61.46,2023-08-13
REL-0023618,8033D5430,80363ADB0,AUTHORIZED_USER,43.41,2019-02-18
REL-0023619,80BACB190,80EC82120,BUSINESS_ASSOCIATE,24.4,2023-05-01
REL-0023620,811BCB930,80C9F73A0,BENEFICIAL_OWNER,28.04,2018-08-01
REL-0023621,80C623DC0,813C1D780,BUSINESS_ASSOCIATE,30.73,2023-03-11
REL-0023622,8004EC1C0,805B53960,SHARED_OWNER,98.58,2023-06-24
REL-0023623,801DB3F40,80E5E9E30,SHARED_OWNER,65.74,2023-04-06
REL-0023624,810F5C360,81457B9D1,BUSINESS_ASSOCIATE,9.57,2024-01-01
REL-0023625,8086052D0,80AB45220,BENEFICIAL_OWNER,78.15,2018-02-25
REL-0023626,80C0A1870,80B368EF0,SHARED_OWNER,79.41,2021-07-21
REL-0023627,8069556E0,80B4188B0,AUTHORIZED_USER,30.37,2018-11-12
REL-0023628,803F3B480,80C31C191,BENEFICIAL_OWNER,9.87,2018-02-02
REL-0023629,80306FA70,807439500,SHARED_OWNER,19.04,2019-02-26
REL-0023630,802462E80,8032CB370,BUSINESS_ASSOCIATE,6.83,2019-08-14
REL-0023631,80043D140,80659E770,SHARED_OWNER,6.38,2020-10-17
REL-0023632,81314F010,8064C7DB0,BUSINESS_ASSOCIATE,9.67,2022-07-31
REL-0023633,8082E7E90,800554070,AUTHORIZED_USER,65.36,2019-12-04
REL-0023634,8089EAC60,80EFD5D10,BENEFICIAL_OWNER,16.14,2019-03-05
REL-0023635,80CD35600,80D13FEB0,BENEFICIAL_OWNER,43.15,2022-12-16
REL-0023636,8060F71A0,80CB57390,RELATED_ACCOUNT,26.07,2024-01-27
REL-0023637,80BB42D80,802792C40,BENEFICIAL_OWNER,75.57,2021-08-09
REL-0023638,8098D0760,80AAC6440,BUSINESS_ASSOCIATE,53.23,2020-08-28
REL-0023639,8039D1A80,812051C80,AUTHORIZED_USER,55.67,2020-09-05
REL-0023640,80FFA55D0,813447450,BUSINESS_ASSOCIATE,78.65,2021-10-31
REL-0023641,80F0960D0,8008CE990,BENEFICIAL_OWNER,15.81,2020-11-11
REL-0023642,80397B010,809BE5D70,BUSINESS_ASSOCIATE,79.71,2024-10-20
REL-0023643,80BB08D20,80879D150,BUSINESS_ASSOCIATE,44.91,2020-05-18
REL-0023644,80A8301A0,8021EEDE0,SHARED_OWNER,78.23,2024-03-27
REL-0023645,80DA4DA70,81475AD51,RELATED_ACCOUNT,48.21,2019-09-26
REL-0023646,80E45BC80,80D2D4460,RELATED_ACCOUNT,63.42,2020-10-28
REL-0023647,802910450,805A502F0,SHARED_OWNER,16.8,2021-01-12
REL-0023648,808384DB0,807438BD0,BUSINESS_ASSOCIATE,37.87,2019-05-07
REL-0023649,80BBFB940,812FBB2B0,BUSINESS_ASSOCIATE,7.52,2021-04-18
REL-0023650,80420FC00,80B0A7930,BUSINESS_ASSOCIATE,75.76,2023-08-21
REL-0023651,812D369B0,80BB064B0,SHARED_OWNER,19.78,2018-06-10
REL-0023652,80F309A20,80C80F930,SHARED_OWNER,55.63,2020-11-07
REL-0023653,801E2A890,81142D420,BENEFICIAL_OWNER,58.93,2024-03-15
REL-0023654,801CA9720,813F404B1,BENEFICIAL_OWNER,11.28,2018-09-22
REL-0023655,8126FFE00,8049871B0,AUTHORIZED_USER,68.78,2022-01-15
REL-0023656,804ED6190,80E468C90,AUTHORIZED_USER,28.52,2023-05-21
REL-0023657,801D821B0,805AABC20,BENEFICIAL_OWNER,59.37,2023-08-20
REL-0023658,80B813E80,81135C0D0,SHARED_OWNER,31.58,2018-06-14
REL-0023659,801F566F0,80B75A620,AUTHORIZED_USER,11.84,2023-11-26
REL-0023660,80B8970F0,80CD82DA0,BENEFICIAL_OWNER,21.65,2018-04-28
REL-0023661,80481BC00,804EE2810,RELATED_ACCOUNT,94.11,2021-03-04
REL-0023662,80ED2B230,80A9B3E10,SHARED_OWNER,28.74,2019-11-10
REL-0023663,80DA2D4F0,809B15820,AUTHORIZED_USER,46.53,2020-10-06
REL-0023664,803BD5F80,80F49E090,SHARED_OWNER,69.92,2018-09-14
REL-0023665,8094E6F70,802F3CC00,BENEFICIAL_OWNER,43.7,2022-06-01
REL-0023666,80901C080,806B0EFF0,BENEFICIAL_OWNER,7.15,2023-04-21
REL-0023667,801D77610,80AD999C0,SHARED_OWNER,82.1,2020-07-20
REL-0023668,80A518C20,80341CB00,BENEFICIAL_OWNER,72.27,2022-06-08
REL-0023669,80F24BFA0,807763090,SHARED_OWNER,54.58,2021-03-16
REL-0023670,807C3E090,8021FFFB0,SHARED_OWNER,92.68,2021-06-23
REL-0023671,809562810,809398210,BENEFICIAL_OWNER,61.87,2020-04-13
REL-0023672,80213EAF0,80CB86AD0,BUSINESS_ASSOCIATE,36.28,2021-04-21
REL-0023673,8092829D0,803C6AEA0,RELATED_ACCOUNT,51.16,2023-07-06
REL-0023674,802DDD900,80E451230,BENEFICIAL_OWNER,88.92,2018-08-18
REL-0023675,814192C60,80B986DF0,BENEFICIAL_OWNER,56.59,2021-06-01
REL-0023676,80088EB80,80DC4A910,BUSINESS_ASSOCIATE,93.25,2021-02-09
REL-0023677,80CE83960,8148B0E91,BUSINESS_ASSOCIATE,35.76,2021-01-02
REL-0023678,800D1D960,8056E3640,BENEFICIAL_OWNER,92.21,2022-07-12
REL-0023679,8061DC5A0,805787030,AUTHORIZED_USER,29.45,2020-02-20
REL-0023680,801758600,8090A8F60,SHARED_OWNER,18.99,2018-10-03
REL-0023681,80238E270,808A3AF80,AUTHORIZED_USER,25.62,2018-11-08
REL-0023682,80C4FE790,803500F40,RELATED_ACCOUNT,20.58,2018-11-24
REL-0023683,80D6D1D10,80F0C5DF0,BENEFICIAL_OWNER,52.33,2024-04-03
REL-0023684,810D26E20,80D3D8D10,SHARED_OWNER,80.25,2020-07-18
REL-0023685,804F72230,809D810F0,BENEFICIAL_OWNER,63.35,2024-10-28
REL-0023686,805D97350,8076B5C50,RELATED_ACCOUNT,87.74,2022-04-24
REL-0023687,8030796C0,8015BD580,AUTHORIZED_USER,35.44,2018-07-29
REL-0023688,809DA4EB0,806B09830,SHARED_OWNER,80.61,2021-10-13
REL-0023689,80C2035D0,80323F420,AUTHORIZED_USER,22.91,2022-03-09
REL-0023690,800F656C0,814477890,BUSINESS_ASSOCIATE,74.44,2023-01-13
REL-0023691,80ED14D70,801BB8450,RELATED_ACCOUNT,25.24,2022-11-09
REL-0023692,803A4FA80,8006B0490,SHARED_OWNER,92.6,2018-10-02
REL-0023693,801F2DA30,804C6A7C0,SHARED_OWNER,80.77,2018-08-21
REL-0023694,80D1B58B0,80D50A3B0,RELATED_ACCOUNT,33.01,2022-07-18
REL-0023695,8114F39C0,8102DFE10,RELATED_ACCOUNT,11.45,2024-10-19
REL-0023696,8133EC7D0,810DFEA90,RELATED_ACCOUNT,44.72,2022-07-21
REL-0023697,80F3BC070,810ECFBE0,BENEFICIAL_OWNER,33.87,2022-11-11
REL-0023698,80CF6E380,801D5CC00,BUSINESS_ASSOCIATE,10.59,2021-12-28
REL-0023699,80F4F3A60,80E180D70,RELATED_ACCOUNT,20.48,2023-02-02
REL-0023700,80D4C7A40,802E7C420,RELATED_ACCOUNT,57.73,2022-08-29
REL-0023701,807B703F0,80792E050,SHARED_OWNER,27.67,2020-04-07
REL-0023702,81212E470,802FF6C00,BUSINESS_ASSOCIATE,13.87,2019-09-18
REL-0023703,80CC019F0,800E4ED70,SHARED_OWNER,45.87,2023-05-05
REL-0023704,80937B600,808406B30,AUTHORIZED_USER,37.25,2022-10-14
REL-0023705,8073AB040,80113F520,SHARED_OWNER,25.38,2022-07-25
REL-0023706,804164530,808386F30,SHARED_OWNER,74.31,2024-08-12
REL-0023707,807BAB8A0,803A162B0,BENEFICIAL_OWNER,38.84,2023-03-10
REL-0023708,812A70ED0,8063AACA0,SHARED_OWNER,16.98,2018-06-01
REL-0023709,812E8C460,800C2DB20,AUTHORIZED_USER,78.07,2021-06-07
REL-0023710,810666150,806704A80,BENEFICIAL_OWNER,35.67,2022-06-23
REL-0023711,80E437070,814488680,BUSINESS_ASSOCIATE,82.3,2020-12-06
REL-0023712,809E7D3D0,801DC8281,SHARED_OWNER,43.36,2021-09-03
REL-0023713,813D065D1,80C6B1CB0,RELATED_ACCOUNT,27.74,2020-10-26
REL-0023714,81343A791,8012E5C30,BUSINESS_ASSOCIATE,68.98,2023-11-11
REL-0023715,80B6BABD0,80D2F8E30,AUTHORIZED_USER,10.96,2023-10-09
REL-0023716,80DB8ABB0,8073099C0,AUTHORIZED_USER,54.63,2018-11-30
REL-0023717,80A2F66B0,80B7850A0,AUTHORIZED_USER,95.29,2024-10-12
REL-0023718,805C9ECA0,8028377E0,BENEFICIAL_OWNER,22.7,2019-09-02
REL-0023719,80A1C27C0,805CA5A30,BENEFICIAL_OWNER,17.66,2020-04-21
REL-0023720,807760BA0,8132BC330,RELATED_ACCOUNT,78.97,2020-07-25
REL-0023721,803D448B0,807003020,RELATED_ACCOUNT,80.06,2021-05-10
REL-0023722,80923B700,8031217D0,BENEFICIAL_OWNER,22.43,2018-02-15
REL-0023723,800449520,8145FE701,AUTHORIZED_USER,28.15,2023-10-16
REL-0023724,80A7430B0,80672D220,AUTHORIZED_USER,56.96,2019-09-30
REL-0023725,809E2F0E0,80C337FA0,BUSINESS_ASSOCIATE,55.39,2019-12-21
REL-0023726,811E41D70,80133ECF0,SHARED_OWNER,98.3,2023-10-04
REL-0023727,801419E40,8039DDD40,RELATED_ACCOUNT,92.85,2019-10-29
REL-0023728,808649F10,8012D13C0,BENEFICIAL_OWNER,45.08,2023-08-17
REL-0023729,8068CC0E0,8060B6510,SHARED_OWNER,58.35,2020-07-01
REL-0023730,80EF51E90,806FBF290,SHARED_OWNER,74.6,2023-05-02
REL-0023731,808E0CAF0,8021B0B00,BENEFICIAL_OWNER,81.18,2020-11-27
REL-0023732,809AF1000,80C9D6480,BUSINESS_ASSOCIATE,61.49,2024-01-22
REL-0023733,80EA85570,8094BBBD0,BUSINESS_ASSOCIATE,70.73,2020-08-23
REL-0023734,806645990,801A04460,BUSINESS_ASSOCIATE,86.15,2021-04-14
REL-0023735,803DB9A00,800D4BAD0,BENEFICIAL_OWNER,74.79,2018-03-25
REL-0023736,805C1D920,80610A060,SHARED_OWNER,58.24,2021-08-20
REL-0023737,81138CCE0,80777E5C0,RELATED_ACCOUNT,43.05,2023-05-11
REL-0023738,80A13AB80,809B5B040,SHARED_OWNER,57.51,2019-10-28
REL-0023739,80EC45230,802E54CB0,BUSINESS_ASSOCIATE,27.36,2022-10-22
REL-0023740,804BD02C0,80618F6B0,BUSINESS_ASSOCIATE,5.06,2024-10-13
REL-0023741,80DD42FE0,80EE2E710,RELATED_ACCOUNT,38.83,2022-04-25
REL-0023742,800B69040,801BD6860,BENEFICIAL_OWNER,82.69,2021-08-03
REL-0023743,812D0E910,805D8D670,BENEFICIAL_OWNER,44.99,2021-07-22
REL-0023744,80A6D1420,801440660,BENEFICIAL_OWNER,41.19,2019-01-28
REL-0023745,812E6D8B0,808BE2260,RELATED_ACCOUNT,66.02,2022-10-12
REL-0023746,80A4783E0,810040420,SHARED_OWNER,45.7,2024-02-23
REL-0023747,80E7F4F70,810FE4270,AUTHORIZED_USER,91.48,2019-11-21
REL-0023748,80B907430,81362F721,SHARED_OWNER,88.25,2022-04-15
REL-0023749,80BFC65D0,80922CD50,BENEFICIAL_OWNER,50.52,2019-06-26
REL-0023750,8070DFF40,8082F20D0,RELATED_ACCOUNT,22.27,2024-10-24
REL-0023751,80075CC20,802EC5340,SHARED_OWNER,96.97,2020-11-09
REL-0023752,801D1D060,80B12ACF0,AUTHORIZED_USER,96.43,2020-11-10
REL-0023753,80DDAFDC0,803F0D320,BENEFICIAL_OWNER,89.9,2023-08-25
REL-0023754,80594EED0,80BD4DC60,AUTHORIZED_USER,84.84,2020-07-28
REL-0023755,804DC1FE0,8024464A0,BUSINESS_ASSOCIATE,9.45,2021-08-29
REL-0023756,80BA6DB70,807F6B280,BENEFICIAL_OWNER,41.29,2019-04-19
REL-0023757,8015FF9A0,8060000B0,RELATED_ACCOUNT,65.08,2018-12-16
REL-0023758,80E064980,80AF62DE0,BENEFICIAL_OWNER,72.24,2022-03-12
REL-0023759,807510F60,80F0E39C0,SHARED_OWNER,85.42,2022-05-25
REL-0023760,80BC727D0,80A692BC0,AUTHORIZED_USER,51.88,2018-11-30
REL-0023761,80023D380,80A3A38C0,BUSINESS_ASSOCIATE,10.64,2021-01-31
REL-0023762,813DB74D1,80C6365D0,SHARED_OWNER,79.12,2018-03-18
REL-0023763,811D5BE90,801A0A5D0,SHARED_OWNER,91.04,2019-05-29
REL-0023764,80211D650,801CC1420,BUSINESS_ASSOCIATE,21.36,2022-02-19
REL-0023765,814316A91,801BB6AB0,BENEFICIAL_OWNER,42.59,2024-02-10
REL-0023766,80BE2BB50,80154ABE0,BUSINESS_ASSOCIATE,24.34,2021-01-02
REL-0023767,802C0E5E0,80F0A6E30,BUSINESS_ASSOCIATE,10.74,2021-02-17
REL-0023768,80578D420,8076ECA90,RELATED_ACCOUNT,95.47,2022-08-10
REL-0023769,8100BFD90,808AEFDA0,RELATED_ACCOUNT,39.86,2018-08-24
REL-0023770,80EF11880,80A0F7950,BENEFICIAL_OWNER,89.45,2022-08-02
REL-0023771,80AFF8BE0,800B73380,BUSINESS_ASSOCIATE,16.34,2021-06-27
REL-0023772,8134D4860,80660DD40,SHARED_OWNER,29.44,2022-03-04
REL-0023773,807B5FB50,811B889D0,BENEFICIAL_OWNER,51.05,2020-04-30
REL-0023774,804582E50,80781E710,SHARED_OWNER,72.8,2022-01-24
REL-0023775,800351DC0,80489BB30,BENEFICIAL_OWNER,39.26,2023-12-12
REL-0023776,81376AD50,80574FFC0,AUTHORIZED_USER,88.34,2022-08-29
REL-0023777,80F35C330,811C1E540,AUTHORIZED_USER,18.42,2023-11-05
REL-0023778,80BE364F0,80FB16BD0,BUSINESS_ASSOCIATE,40.76,2018-08-23
REL-0023779,8033AD6C0,80720D340,BENEFICIAL_OWNER,35.23,2023-04-17
REL-0023780,80178F050,804D9E770,AUTHORIZED_USER,43.84,2021-04-30
REL-0023781,80C3A6080,8086E0C60,AUTHORIZED_USER,62.45,2022-01-04
REL-0023782,808FAE7B0,80F8837F0,SHARED_OWNER,80.54,2024-07-24
REL-0023783,8099D2D70,809249950,RELATED_ACCOUNT,61.47,2020-07-31
REL-0023784,8049874C0,8080F4060,AUTHORIZED_USER,99.59,2023-02-26
REL-0023785,81475C7D1,8040749D0,AUTHORIZED_USER,66.05,2023-02-13
REL-0023786,81052CFC0,80BB99BD0,RELATED_ACCOUNT,22.42,2023-08-10
REL-0023787,809695940,80EFB80A0,SHARED_OWNER,66.91,2018-07-30
REL-0023788,8025712B0,801D29980,BENEFICIAL_OWNER,87.72,2023-05-12
REL-0023789,8114C97B0,803EFABC0,AUTHORIZED_USER,13.34,2020-10-04
REL-0023790,800A356F0,80E98A380,AUTHORIZED_USER,61.31,2021-02-08
REL-0023791,807A7EB10,8100C44A0,SHARED_OWNER,21.04,2023-06-11
REL-0023792,8078A15F0,8115D03F0,RELATED_ACCOUNT,10.22,2020-05-01
REL-0023793,8000FCE30,8000A4B20,SHARED_OWNER,69.3,2018-04-24
REL-0023794,80375FF60,801B102D0,BUSINESS_ASSOCIATE,95.04,2018-02-02
REL-0023795,80F3AE750,813AB0ED0,BUSINESS_ASSOCIATE,28.72,2019-10-28
REL-0023796,80CEC65A0,80336AF70,SHARED_OWNER,92.13,2019-03-20
REL-0023797,808BAC3E0,803823EE0,BENEFICIAL_OWNER,7.14,2018-02-20
REL-0023798,804CE0980,803852870,AUTHORIZED_USER,15.51,2018-03-09
REL-0023799,810AB0C30,81489D901,RELATED_ACCOUNT,58.32,2018-09-10
REL-0023800,807B34F40,805E2E060,RELATED_ACCOUNT,42.41,2020-08-28
REL-0023801,80852F810,80BE09790,RELATED_ACCOUNT,24.09,2022-04-11
REL-0023802,80FD8B750,80FF4E100,RELATED_ACCOUNT,71.77,2018-06-22
REL-0023803,8003DC390,80378D7E0,RELATED_ACCOUNT,12.29,2024-01-16
REL-0023804,8113A26D0,8004EF8E0,RELATED_ACCOUNT,51.73,2020-06-15
REL-0023805,809B6AA70,811BCBB70,SHARED_OWNER,23.83,2022-04-22
REL-0023806,811FA0B30,80FE2D880,SHARED_OWNER,63.81,2024-09-19
REL-0023807,809CD62F0,803473E10,BUSINESS_ASSOCIATE,71.37,2021-09-21
REL-0023808,805E2F7B0,805198B60,RELATED_ACCOUNT,67.1,2018-03-02
REL-0023809,809C6E340,814283BD1,AUTHORIZED_USER,78.42,2022-11-05
REL-0023810,80214D9C0,80D413780,SHARED_OWNER,99.62,2022-11-17
REL-0023811,801F1DED0,805E91820,BUSINESS_ASSOCIATE,36.63,2019-12-30
REL-0023812,806FBBB50,80CC9B0F0,RELATED_ACCOUNT,61.48,2021-02-12
REL-0023813,813E08291,80A27E5A0,BENEFICIAL_OWNER,99.94,2023-03-17
REL-0023814,80C542AF0,8119C0C00,AUTHORIZED_USER,88.47,2022-05-14
REL-0023815,80F489FC0,8100AB0B0,SHARED_OWNER,26.39,2022-07-25
REL-0023816,80F49BAE0,804E02EA0,SHARED_OWNER,61.24,2022-04-27
