account_key,account_id,bank_id,bank_name,entity_id,entity_name
27444:802B598B0,802B598B0,27444,Savings Bank of Fairfield,800FA3D10,Partnership #1270
11107:800DDB330,800DDB330,11107,Savings Bank of New Orleans,800F0CB20,Corporation #1781
238845:80E2A7C30,80E2A7C30,238845,Switzerland Bank #0,800DF1AC0,Partnership #3453
13667:805EAB330,805EAB330,13667,India Bank #127,800B1D3F0,Corporation #31351
13067:80DB18730,80DB18730,13067,China Bank #204,800A0CFC0,Partnership #44437
36326:80526F1B0,80526F1B0,36326,Italy Bank #1355,800962F30,Partnership #29902
122151:80C3E9130,80C3E9130,122151,Savings Bank of Laramie,8004D9E50,Partnership #51230
110603:807D00730,807D00730,110603,Bank of Providence,8003C7340,Partnership #12412
3698:8030F3BB0,8030F3BB0,3698,First Bank of Springfield,80026BB60,Partnership #6673
2053:8072C0030,8072C0030,2053,First Bank of Tampa,8001CF220,Sole Proprietorship #11156
31123:80884CB40,80884CB40,31123,Savings Bank of Watertown,800C343F0,Partnership #12367
240229:80F353040,80F353040,240229,Switzerland Bank #1,800F7A110,Partnership #40429
341132:8121A44C0,8121A44C0,341132,Spain Bank #3607,8006FF910,Sole Proprietorship #27416
27:80C780F40,80C780F40,27,Mexico Bank #8,800D7F7F0,Partnership #44561
350876:812A54CC0,812A54CC0,350876,Savings Bank of New Orleans,800A5ADE0,Corporation #43929
217096:806B806C0,806B806C0,217096,Russia Bank #19,800B49C40,Sole Proprietorship #32941
236867:8102EA340,8102EA340,236867,Italy Bank #2214,80082E370,Corporation #24776
329082:80AE2BFC0,80AE2BFC0,329082,Italy Bank #1886,8006AC1A0,Partnership #27557
23691:807464740,807464740,23691,Spain Bank #81,800775FB0,Corporation #22523
146167:812457940,812457940,146167,First Bank of Indianapolis,800F2C420,Partnership #2519
10813:8046D1C40,8046D1C40,10813,Japan Bank #55,800A93540,Partnership #32399
119880:8114A26C0,8114A26C0,119880,Greece Bank #180,8008EA270,Corporation #26882
27920:80E8E8AC0,80E8E8AC0,27920,France Bank #1005,80083D1D0,Sole Proprietorship #27530
124331:81122D740,81122D740,124331,First Bank of Miami,8005054B0,Partnership #46678
1467:8003ADF40,8003ADF40,1467,Plandor Trust Bank,8000A9500,Sole Proprietorship #396
329887:80B044D50,80B044D50,329887,Australia Bank #738,800D28430,Partnership #36506
311114:810EFA7D0,810EFA7D0,311114,National Bank of Chicago,800C2AB70,Partnership #44886
38092:8033264D0,8033264D0,38092,Bank of Madison,800FA0370,Sole Proprietorship #49514
220:813A86CD1,813A86CD1,220,National Bank of Pittsburgh,800FE9980,Country #1
33739:80C69E750,80C69E750,33739,Acme Trust Bank,800D55C20,Partnership #36527
11813:80B6F1050,80B6F1050,11813,Savings Bank of Fairfield,800E27A80,Corporation #46754
110836:8113878D0,8113878D0,110836,National Bank of Huron,800BBCF70,Sole Proprietorship #793
246162:81150CBD0,81150CBD0,246162,Israel Bank #39,800E7FA00,Partnership #37705
26592:809C3F2D0,809C3F2D0,26592,National Bank of Los Angeles,800FC4D00,Partnership #7208
121987:8085E4350,8085E4350,121987,UK Bank #13,800C07600,Partnership #34759
234222:8131975D0,8131975D0,234222,Germany Bank #118,800922AD0,Sole Proprietorship #27016
315123:80E5F7B50,80E5F7B50,315123,Italy Bank #2324,800740C10,Sole Proprietorship #26512
11405:80D7E4450,80D7E4450,11405,Savings Bank of Dallas,800D85680,Sole Proprietorship #5815
34453:802FB4850,802FB4850,34453,National Bank of the South,800D0D750,Sole Proprietorship #5024
138335:80F062D50,80F062D50,138335,Switzerland Bank #31,800E00AA0,Sole Proprietorship #37018
28690:80B700BD0,80B700BD0,28690,Australia Bank #34,800D0E7D0,Partnership #16405
18475:80E941750,80E941750,18475,China Bank #20,8009DDFB0,Sole Proprietorship #45384
1412:8013AC0D0,8013AC0D0,1412,First Bank of Indianapolis,80016B560,Corporation #2555
320021:813210860,813210860,320021,Germany Bank #4967,8006EF170,Corporation #53240
344017:8101FEA60,8101FEA60,344017,Israel Bank #932,800EBD9C0,Partnership #49762
19888:80D06DAE0,80D06DAE0,19888,Savings Bank of Butte,800E6C960,Sole Proprietorship #6226
255063:8147A2961,8147A2961,255063,Crytpo Bank #11,800366DC0,Partnership #45897
3881:802C79660,802C79660,3881,France Bank #33,800762290,Partnership #27246
144225:81081B260,81081B260,144225,Israel Bank #253,800E84E60,Corporation #35871
12:8054804E0,8054804E0,12,National Bank of the East,800B2D570,Corporation #30502
120709:80ED3C060,80ED3C060,120709,Ireland Bank #274,8007EF5D0,Corporation #24228
1362:801DAABE0,801DAABE0,1362,Golden Bancorp,800A55F00,Sole Proprietorship #4478
19:809880B60,809880B60,19,Australia Bank #3,800C572D0,Partnership #35921
22155:808434760,808434760,22155,UK Bank #40,800C11E20,Corporation #32546
33426:812194BE0,812194BE0,33426,Sappo Thrift,80057FF30,Corporation #18253
111491:807D9C360,807D9C360,111491,Oasis Bank,8003E3D20,Partnership #47638
40064:8107642F0,8107642F0,40064,Bank of Providence,800110460,Partnership #12338
37697:802D9A270,802D9A270,37697,Austria Bank #5630,80067DDA0,Partnership #30128
312611:8053A9370,8053A9370,312611,India Bank #1042,800B281D0,Partnership #52143
339667:80E876B70,80E876B70,339667,Switzerland Bank #197,800DDB500,Partnership #36960
18135:810736970,810736970,18135,China Bank #310,8009B63B0,Corporation #48840
25075:801E8FB70,801E8FB70,25075,National Bank of Harrisburg,800618320,Sole Proprietorship #12186
10:8114807F0,8114807F0,10,National Bank of Laramie,800DCB2F0,Corporation #13100
15:803A80570,803A80570,15,Japan Bank #0,800AA4FE0,Corporation #30208
240485:80EADB070,80EADB070,240485,Canada Bank #435,800CB9AC0,Sole Proprietorship #35096
9328:80AA23AF0,80AA23AF0,9328,China Bank #11,8009EAAA0,Partnership #22504
26860:8041C74F0,8041C74F0,26860,Spain Bank #12,800979710,Corporation #20520
1588:809A318F0,809A318F0,1588,National Bank of Boston,8007A5710,Corporation #9740
3472:800BECAF0,800BECAF0,3472,Future Bancorp,800CE82C0,Partnership #1901
28416:80AFF82F0,80AFF82F0,28416,Australia Bank #45,800D035B0,Partnership #12025
18107:8033B5F70,8033B5F70,18107,China Bank #37,8009CE8D0,Corporation #54469
3:811E80370,811E80370,3,China Bank #14,8009A3E10,Partnership #30771
17174:8067989F0,8067989F0,17174,Germany Bank #305,8008B5670,Partnership #26130
3227:803264E80,803264E80,3227,Italy Bank #3889,80084C0B0,Corporation #47936
328273:80A992B80,80A992B80,328273,Australia Bank #153,800D28430,Partnership #36506
32919:805104880,805104880,32919,First Bank of Omaha,800B36B90,Partnership #8536
35520:8072D6300,8072D6300,35520,France Bank #729,8008AB430,Partnership #29808
228054:80B056800,80B056800,228054,Australia Bank #23,800CCD520,Corporation #33736
218783:806EB4C80,806EB4C80,218783,Russia Bank #43,800B49E80,Sole Proprietorship #32947
39934:803A5FC00,803A5FC00,39934,Japan Bank #114,800A8DEC0,Sole Proprietorship #30560
8455:80B408080,80B408080,8455,Slovenia Bank #777,8006B1FC0,Sole Proprietorship #26259
2915:8009DB280,8009DB280,2915,France Bank #85,80084D2B0,Partnership #23241
226331:80CDA0E80,80CDA0E80,226331,Sea Bancorp,800E89000,Partnership #300
3698:8075F3A00,8075F3A00,3698,First Bank of Springfield,800CD2200,Sole Proprietorship #6481
113:80FE03B80,80FE03B80,113,Israel Bank #1,800E74A30,Sole Proprietorship #42356
240229:80EDD3180,80EDD3180,240229,Switzerland Bank #1,800E22760,Sole Proprietorship #11785
35520:80D5D6300,80D5D6300,35520,France Bank #729,800DB0710,Partnership #36870
134939:80CE78E80,80CE78E80,134939,Brazil Bank #8,800D9B170,Sole Proprietorship #720
23673:808DE3F80,808DE3F80,23673,UK Bank #58,800C3FE30,Corporation #5801
245335:814472880,814472880,245335,National Bank of Watertown,8005E6A70,Corporation #19948
8798:805E92C00,805E92C00,8798,National Bank of Arkadelphia,800381260,Corporation #8253
24515:8107FE280,8107FE280,24515,Savings Bank of Fairfield,80029AB40,Corporation #51747
322299:808BD7E90,808BD7E90,322299,National Bank of Pittsburgh,800FBB700,Sole Proprietorship #2184
17120:806E17310,806E17310,17120,Russia Bank #24,800BAEAD0,Corporation #50824
328688:80B29FB10,80B29FB10,328688,Australia Bank #558,800CE78E0,Sole Proprietorship #35819
344634:810591E10,810591E10,344634,Israel Bank #281,800E84E60,Corporation #35871
142023:80FC56090,80FC56090,142023,Switzerland Bank #417,800E6E5E0,Partnership #37692
43460:81054E110,81054E110,43460,Israel Bank #14,800E7FA00,Partnership #37705
43818:810D59610,810D59610,43818,Israel Bank #32,800E7FA00,Partnership #37705
33872:80CB22B10,80CB22B10,33872,Germany Bank #662,800D2E630,Partnership #36514
24482:8131FD210,8131FD210,24482,France Bank #103,80094C910,Partnership #25771
11056:801F59B10,801F59B10,11056,Germany Bank #214,800DBB8E0,Sole Proprietorship #3506
221374:80E705C10,80E705C10,221374,National Bank of Fort Wayne,800565F90,Partnership #15901
28317:80ACF4D90,80ACF4D90,28317,Australia Bank #30,800D011F0,Corporation #34063
122332:808BEED10,808BEED10,122332,UK Bank #61,800C1B690,Corporation #32819
131380:80C209910,80C209910,131380,France Bank #173,800946390,Corporation #22646
125699:811458290,811458290,125699,Plateau Bank,800511C10,Partnership #12741
215687:809DD4090,809DD4090,215687,National Bank of Boston,800442660,Corporation #11794
338673:80E7D7BA0,80E7D7BA0,338673,Switzerland Bank #1041,800E6E5E0,Partnership #37692
37147:807A08EA0,807A08EA0,37147,Oasis Credit Union,800D98090,Partnership #21267
316907:80622F6A0,80622F6A0,316907,Russia Bank #844,800B49C40,Sole Proprietorship #32941
321755:808CC6EA0,808CC6EA0,321755,UK Bank #740,800BE4C00,Sole Proprietorship #33891
10057:80443A7A0,80443A7A0,10057,Japan Bank #13,800A6E8A0,Corporation #30366
139298:80F181220,80F181220,139298,Switzerland Bank #21,800DB93F0,Corporation #34854
22422:80873C820,80873C820,22422,UK Bank #41,800C49610,Corporation #32563
14814:805D4EC20,805D4EC20,14814,India Bank #50,800ABA660,Partnership #32618
39295:80B1CBCA0,80B1CBCA0,39295,Japan Bank #33,800A403A0,Partnership #8169
330475:80B1576A0,80B1576A0,330475,China Bank #400,8009B13B0,Corporation #28274
120438:812EB3820,812EB3820,120438,Oak Bancorp,800F837B0,Sole Proprietorship #16059
23537:8042DFBA0,8042DFBA0,23537,Capital Trust Bank,800DACCB0,Sole Proprietorship #7895
10656:8046CD320,8046CD320,10656,Japan Bank #24,800A90B80,Partnership #40284
232447:81155FCA0,81155FCA0,232447,China Bank #85,800A26280,Partnership #31504
232154:80E4D6E20,80E4D6E20,232154,Germany Bank #1621,80094E9F0,Partnership #29153
11657:800C6C7A0,800C6C7A0,11657,Italy Bank #73,800694680,Sole Proprietorship #22620
28827:80DA04EA0,80DA04EA0,28827,First Bank of Tuscon,80037B9A0,Corporation #15043
1:8001003A0,8001003A0,1,Arbor Savings Bank,800076160,Partnership #50
4259:80AB852B0,80AB852B0,4259,Germany Bank #21,8008C15B0,Partnership #44337
131800:812516F30,812516F30,131800,Greece Bank #2128,80098D730,Sole Proprietorship #29128
31141:800FCD1B0,800FCD1B0,31141,First Bank of Lincoln,800E84F80,Sole Proprietorship #13191
311673:80C10BFB0,80C10BFB0,311673,National Bank of Miami,800F316C0,Corporation #6610
330101:80C0CB9B0,80C0CB9B0,330101,Italy Bank #2378,8008F6EF0,Partnership #29348
16254:8025FBC30,8025FBC30,16254,Belgium Bank #152,8008A5070,Corporation #23014
12:805480530,805480530,12,National Bank of the East,800B180D0,Partnership #33776
45563:81140FEB0,81140FEB0,45563,Israel Bank #12,800E84E60,Corporation #35871
239604:80E5BF930,80E5BF930,239604,Switzerland Bank #16,800DB93F0,Corporation #34854
329616:80AC3CB30,80AC3CB30,329616,Australia Bank #375,800CCD520,Corporation #33736
16388:812300130,812300130,16388,Germany Bank #19,800841B90,Partnership #26338
12004:808177130,808177130,12004,Italy Bank #53,80060BF70,Partnership #23252
21918:807A2CC30,807A2CC30,21918,Belgium Bank #87,8006C3EA0,Corporation #21676
7195:806960EB0,806960EB0,7195,Spain Bank #68,80062BC00,Sole Proprietorship #22195
16418:813581230,813581230,16418,Germany Bank #62,8007E9EF0,Sole Proprietorship #29026
23:801F008B0,801F008B0,23,Germany Bank #18,800631EA0,Partnership #24394
22736:808946B30,808946B30,22736,Plandor Savings Bank,8001F2860,Corporation #10751
2454:8105CC830,8105CC830,2454,Spruce Community Bank,8001EDDA0,Sole Proprietorship #19098
314288:8118DDB40,8118DDB40,314288,Bank of Phoenix,800F774D0,Partnership #17088
324818:809826A40,809826A40,324818,Canada Bank #592,800CB8720,Partnership #36051
1457:801C2DBC1,801C2DBC1,1457,National Bank of Helena,80059FDF0,Partnership #38444
152416:81371B341,81371B341,152416,Crytpo Bank #8,800FE9980,Country #1
41745:80FC98BC0,80FC98BC0,41745,Switzerland Bank #147,800DB93F0,Corporation #34854
210690:804438240,804438240,210690,Japan Bank #50,800A5CAC0,Sole Proprietorship #31025
310431:803F64CC0,803F64CC0,310431,Japan Bank #174,800AA6C40,Partnership #31639
6156:810640540,810640540,6156,Bank of Cleveland,800E3AB00,Sole Proprietorship #7590
28222:80A7F1C40,80A7F1C40,28222,Australia Bank #33,800CF56F0,Sole Proprietorship #50236
213137:80EC04BC0,80EC04BC0,213137,Belgium Bank #1228,8008922F0,Corporation #26192
12893:809212DC0,809212DC0,12893,Savings Bank of the South,8003FF2C0,Sole Proprietorship #47002
28693:80C4009C0,80C4009C0,28693,National Bank of Albany,8003667C0,Sole Proprietorship #15798
1457:801C2DBC0,801C2DBC0,1457,National Bank of Helena,800186E80,Sole Proprietorship #45129
11471:8042664C0,8042664C0,11471,Willows Community Bank,800173F80,Corporation #6521
1674:800534640,800534640,1674,Savings Bank of Topeka,8000D4E60,Corporation #36988
215841:8068593D0,8068593D0,215841,First Bank of Pittsburgh,800D761C0,Partnership #6561
28629:80AEFE9D0,80AEFE9D0,28629,Italy Bank #364,80060ABD0,Partnership #27298
317114:806FB5E50,806FB5E50,317114,Russia Bank #1012,800B53260,Corporation #31913
31804:8053E1D50,8053E1D50,31804,Brook Cooperative Bank,800E6D1C0,Partnership #3566
31373:8067545D0,8067545D0,31373,National Bank of Dallas,800D09C90,Corporation #14547
28317:80A6F4DD0,80A6F4DD0,28317,Australia Bank #30,800D25730,Corporation #50225
138105:80EC5BFD0,80EC5BFD0,138105,The Pine Federal Bank,80084AC50,Partnership #892
3864:8004F8F50,8004F8F50,3864,Italy Bank #253,80064E220,Partnership #29656
243897:80FFC5FD0,80FFC5FD0,243897,Israel Bank #18,800E7FA00,Partnership #37705
8248:803681F50,803681F50,8248,China Bank #39,800A049C0,Corporation #37580
41089:80F3043D0,80F3043D0,41089,Switzerland Bank #18,800DBFC60,Partnership #36954
344202:810304650,810304650,344202,Italy Bank #2461,8007C6B30,Sole Proprietorship #27436
23:801B008D0,801B008D0,23,Germany Bank #18,800965E10,Partnership #23646
11:8001806D0,8001806D0,11,Finland Bank #0,80062BC00,Sole Proprietorship #22195
228597:8117679D0,8117679D0,228597,Bank of the South,800EE4F60,Sole Proprietorship #11639
20846:80F10B450,80F10B450,20846,Spain Bank #1116,8008F8290,Partnership #48360
339697:80EEF7BE0,80EEF7BE0,339697,Switzerland Bank #1128,800DB93F0,Corporation #34854
37185:80668A3E0,80668A3E0,37185,Italy Bank #6056,800721530,Corporation #48367
1588:800CB1960,800CB1960,1588,National Bank of Boston,800BA89B0,Partnership #5266
3582:8002EFC60,8002EFC60,3582,Italy Bank #3941,80076FF70,Partnership #48391
344044:81087F560,81087F560,344044,Israel Bank #1030,800E84E60,Corporation #35871
11471:8017E64E0,8017E64E0,11471,Willows Community Bank,800C9C380,Corporation #3786
39833:8039DCFE0,8039DCFE0,39833,Japan Bank #11,800A340F0,Partnership #31646
12:804A80560,804A80560,12,National Bank of the East,800B3FD70,Partnership #33779
223026:80BF39A60,80BF39A60,223026,France Bank #833,800634840,Sole Proprietorship #26335
17769:8042AB7E0,8042AB7E0,17769,Netherlands Bank #507,80069BE40,Corporation #20884
1490:8002AEA60,8002AEA60,1490,Italy Bank #95,8006D9F10,Sole Proprietorship #21628
23:8001008E0,8001008E0,23,Germany Bank #18,800758BF0,Sole Proprietorship #19045
18549:8079439E0,8079439E0,18549,National Bank of Omaha,8009196B0,Sole Proprietorship #9746
8771:8033122E0,8033122E0,8771,Sappo Bank,800DDBBC0,Corporation #5365
1601:8005323E0,8005323E0,1601,Acme Cooperative Bank,800B6D560,Sole Proprietorship #2247
143493:810D041E0,810D041E0,143493,Israel Bank #22,800EC9B00,Sole Proprietorship #37938
117:80E9839E0,80E9839E0,117,Switzerland Bank #10,800DCF070,Corporation #17018
10:80D880660,80D880660,10,National Bank of Laramie,800D846A0,Partnership #36906
1669:8017B41E0,8017B41E0,1669,Germany Bank #38,8006B5160,Partnership #24070
8354:803385260,803385260,8354,Bank of Pittsburgh,800355C40,Partnership #51949
14099:8062B8AE0,8062B8AE0,14099,Willows Thrift,800286120,Partnership #10600
33430:802494870,802494870,33430,Plateau Community Bank,800FAA250,Partnership #9444
3346:80DD68A70,80DD68A70,3346,Ireland Bank #172,800637260,Partnership #23365
20486:807E80070,807E80070,20486,UK Bank #34,800C30C90,Partnership #35567
3700:8003F3970,8003F3970,3700,National Bank of Indianapolis,800F099D0,Partnership #18717
8595:81440CAF0,81440CAF0,8595,First Bank of Watertown,800CB2CC0,Partnership #3733
12004:802CF7170,802CF7170,12004,Italy Bank #53,80086DA10,Corporation #23016
32405:813CF49F0,813CF49F0,32405,Italy Bank #2133,8007AEE90,Sole Proprietorship #24205
37699:80BB9A2F0,80BB9A2F0,37699,Germany Bank #3497,8007EADB0,Corporation #22598
127999:80A91FCF0,80A91FCF0,127999,Australia Bank #32,800CC7820,Corporation #43613
28603:80A87DEF0,80A87DEF0,28603,Australia Bank #43,800D15C50,Corporation #34165
410:80168CE70,80168CE70,410,Germany Bank #126,80072DAB0,Corporation #24673
112:80EF03B70,80EF03B70,112,Switzerland Bank #11,800DB93F0,Corporation #34854
28:806D80D70,806D80D70,28,Australia Bank #0,800B44480,Partnership #33830
233603:80C3842F0,80C3842F0,233603,Slovenia Bank #767,800688E20,Partnership #24433
341469:81232EDF0,81232EDF0,341469,Bank of Tampa,800D12490,Partnership #12534
20226:8116F8270,8116F8270,20226,Spruce Bank,800F13800,Sole Proprietorship #1190
241869:80FA865F0,80FA865F0,241869,Switzerland Bank #80,800E60280,Corporation #52111
241079:80F16D8F0,80F16D8F0,241079,Switzerland Bank #82,800E4BF40,Partnership #5481
135104:80D87E370,80D87E370,135104,Brazil Bank #15,800DABEB0,Partnership #36905
10656:803ECD370,803ECD370,10656,Japan Bank #24,800A8EEA0,Corporation #29812
236346:810DD9E70,810DD9E70,236346,Hilltop Savings Bank,8005975D0,Sole Proprietorship #51051
232583:80C2640F0,80C2640F0,232583,Bank of Cleveland,8005675D0,Partnership #16472
113779:8091E3AF0,8091E3AF0,113779,First Bank of Arkadelphia,8004181C0,Partnership #13731
13327:802BA04F0,802BA04F0,13327,Hilltop Community Bank,8002527A0,Corporation #4700
322011:80804EE00,80804EE00,322011,France Bank #5624,800965570,Corporation #26403
1362:8100AAA80,8100AAA80,1362,Golden Bancorp,800EE59A0,Partnership #2822
122332:81386ED80,81386ED80,122332,UK Bank #61,800C30E70,Corporation #32978
23776:808C67380,808C67380,23776,UK Bank #63,800BD80B0,Partnership #35566
326599:809ADE000,809ADE000,326599,Japan Bank #672,800AAB840,Corporation #30362
31140:800F4D180,800F4D180,31140,Bank of Fairfield,800BDF180,Corporation #2762
335362:80CF70280,80CF70280,335362,Brazil Bank #40,8014E6BD0,Corporation #18817
220572:80846CD80,80846CD80,220572,UK Bank #19,800BFBC60,Partnership #34805
210292:80C4AB980,80C4AB980,210292,Japan Bank #37,800AA30E0,Corporation #30052
147879:81250D000,81250D000,147879,Spain Bank #2659,8006BD940,Sole Proprietorship #25382
5464:80D22AF80,80D22AF80,5464,Italy Bank #86,80086A210,Partnership #25518
41745:80FA98B00,80FA98B00,41745,Switzerland Bank #147,800E6B2A0,Corporation #48131
28768:80AB03380,80AB03380,28768,Australia Bank #63,800D0F6F0,Corporation #34043
1241:804EA6F00,804EA6F00,1241,Flagstone Bancorp,80014C860,Partnership #9077
39329:8038CD310,8038CD310,39329,China Bank #906,8009C2BD0,Corporation #28757
313744:811B4CB90,811B4CB90,313744,China Bank #1091,800A12920,Partnership #46312
336682:80D719690,80D719690,336682,Brazil Bank #262,800DB1A30,Corporation #49932
28222:80A4F1C90,80A4F1C90,28222,Australia Bank #33,800D28430,Partnership #36506
335862:80D0FF890,80D0FF890,335862,Bank of Watertown,800B453E0,Partnership #4847
125305:80994BF10,80994BF10,125305,Canada Bank #5,800C70D90,Partnership #36105
1292:8003A8590,8003A8590,1292,Savings Bank of Seattle,800DE3080,Sole Proprietorship #10106
217:811306F10,811306F10,217,Israel Bank #5,800E84E60,Corporation #35871
116:80E903990,80E903990,116,Switzerland Bank #9,800DB93F0,Corporation #34854
338584:80E254F90,80E254F90,338584,Switzerland Bank #101,800DDB500,Partnership #36960
331560:80BE79790,80BE79790,331560,Mexico Bank #65,800D3F760,Partnership #36511
125607:809ED5010,809ED5010,125607,Canada Bank #35,800C9F220,Corporation #33351
311229:8095FDD10,8095FDD10,311229,Japan Bank #322,800A9AA40,Partnership #32487
10709:80744E910,80744E910,10709,Italy Bank #1106,800740970,Sole Proprietorship #26376
33732:81289E190,81289E190,33732,City National Thrift,800D3E050,Partnership #10958
123382:808A0F890,808A0F890,123382,UK Bank #57,800C3B7B0,Sole Proprietorship #17258
213580:809B12590,809B12590,213580,Savings Bank of Montpelier,800407D20,Partnership #49835
340000:80EB013A0,80EB013A0,340000,Switzerland Bank #261,800E5C200,Partnership #37691
312197:80479C120,80479C120,312197,Golden Cooperative Bank,800F52350,Sole Proprietorship #16475
39678:80EB57CA0,80EB57CA0,39678,Switzerland Bank #112,800DB93F0,Corporation #34854
24922:80918AEA0,80918AEA0,24922,Canada Bank #33,800C661B0,Sole Proprietorship #34849
11974:801BF60A0,801BF60A0,11974,The Pine Federal Bank,800A5CEE0,Partnership #4497
1292:8004285A0,8004285A0,1292,Savings Bank of Seattle,8007E57F0,Corporation #399
138395:80F1E4E20,80F1E4E20,138395,Switzerland Bank #5,800E06100,Corporation #37816
122463:8085F2C20,8085F2C20,122463,UK Bank #55,800C27010,Corporation #32652
138630:81146C0A0,81146C0A0,138630,Bank of Harrisburg,8005C5950,Corporation #17694
32951:801585830,801585830,32951,Slovenia Bank #4730,80077BF70,Sole Proprietorship #53233
312327:80DF20030,80DF20030,312327,First Bank of Milford,800D255B0,Sole Proprietorship #6764
310689:803F6D330,803F6D330,310689,Japan Bank #228,800A810C0,Sole Proprietorship #43957
225215:8096FDC30,8096FDC30,225215,Canada Bank #4,800CBB300,Sole Proprietorship #35374
45701:811914130,811914130,45701,Israel Bank #28,800E84E60,Corporation #35871
23555:807BE0230,807BE0230,23555,Ireland Bank #96,800933D70,Sole Proprietorship #28058
152627:813C21A31,813C21A31,152627,Crytpo Bank #14,800FE9980,Country #1
23497:808DDE730,808DDE730,23497,UK Bank #4,800C3B010,Corporation #32468
29715:80D9A0A30,80D9A0A30,29715,China Bank #61,800996140,Corporation #28770
21831:80B5AA030,80B5AA030,21831,Germany Bank #179,80074F2B0,Corporation #23695
12:8002005B0,8002005B0,12,National Bank of the East,800836110,Partnership #12610
11974:8013760B0,8013760B0,11974,The Pine Federal Bank,800F14040,Sole Proprietorship #3092
908:80081C5B0,80081C5B0,908,Plandor Savings Bank,800F48F70,Partnership #1360
240229:80FAD3130,80FAD3130,240229,Switzerland Bank #1,800E243E0,Corporation #35114
26:807680EB0,807680EB0,26,UK Bank #32,800BD2FB0,Sole Proprietorship #33835
210319:80462C430,80462C430,210319,Japan Bank #45,800A84440,Corporation #30090
32405:812FF4930,812FF4930,32405,Italy Bank #2133,800958EB0,Corporation #42773
218438:80742A0B0,80742A0B0,218438,Oasis Bank,800488250,Partnership #11890
28771:80E003230,80E003230,28771,Savings Bank of Lacrosse,800374BE0,Partnership #42568
8354:8033852B0,8033852B0,8354,Bank of Pittsburgh,800355AC0,Sole Proprietorship #6601
4866:8044982B0,8044982B0,4866,First Bank of Los Angeles,8002B85C0,Partnership #47054
32297:811971740,811971740,32297,First Bank of Helena,800848CD0,Corporation #22488
17327:81481D440,81481D440,17327,First Bank of Danbury,800BB1990,Partnership #38928
131086:80C5804C0,80C5804C0,131086,Mexico Bank #18,800D3BCB0,Sole Proprietorship #35967
12461:807C05540,807C05540,12461,France Bank #192,80069E360,Sole Proprietorship #24747
42373:812F2C140,812F2C140,42373,Hearthstone Credit Union,800DD1E90,Sole Proprietorship #20930
13145:80979AF40,80979AF40,13145,First Bank of Dallas,800D8AC50,Partnership #11977
243614:81013CCC0,81013CCC0,243614,Israel Bank #8,800EA2660,Corporation #11454
234032:80DC91BC0,80DC91BC0,234032,France Bank #638,80095C050,Partnership #52081
5175:802CA1840,802CA1840,5175,Germany Bank #59,800798CF0,Sole Proprietorship #49717
22:8005008C0,8005008C0,22,Germany Bank #65,80060E340,Partnership #23394
32464:80C276BD0,80C276BD0,32464,Bank of Cleveland,800EF4500,Corporation #5607
336389:814390150,814390150,336389,City National Bank,800D6D4C0,Sole Proprietorship #11370
3767:801275850,801275850,3767,Croatia Bank #3919,80069C2C0,Sole Proprietorship #23026
348465:811B89B50,811B89B50,348465,Saudi Arabia Bank #60,800E73950,Corporation #36539
229799:80B20D050,80B20D050,229799,Australia Bank #40,800D28430,Partnership #36506
795:801198E50,801198E50,795,First Bank of Montpelier,800CBEDC0,Sole Proprietorship #13257
254565:814693151,814693151,254565,Crytpo Bank #21,80059FDF0,Partnership #38444
149345:81283B350,81283B350,149345,Saudi Arabia Bank #26,800F1BC50,Partnership #38226
321618:8138C2AD0,8138C2AD0,321618,UK Bank #112,800BC5650,Partnership #34689
30380:80EFB55D0,80EFB55D0,30380,China Bank #75,8009F9080,Partnership #31228
13145:802E1AF50,802E1AF50,13145,First Bank of Dallas,800E51CA0,Corporation #2197
21884:8083ABDD0,8083ABDD0,21884,UK Bank #33,800C04BA0,Partnership #39363
12513:814807350,814807350,12513,Germany Bank #74,8006DACF0,Sole Proprietorship #49355
35670:81115A8D0,81115A8D0,35670,Savings Bank of Billings,80058ECF0,Corporation #17550
321176:807B34FE0,807B34FE0,321176,Italy Bank #6105,8006F6B30,Sole Proprietorship #42880
9679:803B2E460,803B2E460,9679,Japan Bank #8,800AA8A80,Partnership #32497
17732:8089AA1E0,8089AA1E0,17732,First Bank of Albany,800D6D460,Sole Proprietorship #9435
317968:812750BE0,812750BE0,317968,Arbor Credit Union,800B51460,Sole Proprietorship #21071
241213:8113F1D60,8113F1D60,241213,First Bank of Tuscon,800DF9640,Corporation #8706
22091:808B32660,808B32660,22091,UK Bank #44,800C32CF0,Sole Proprietorship #34405
214615:805BB2860,805BB2860,214615,Savings Bank of Bridgeport,800C3BC90,Sole Proprietorship #9631
1674:8036346E0,8036346E0,1674,Savings Bank of Topeka,800FA2C10,Partnership #6713
19474:8066E0AE0,8066E0AE0,19474,National Bank of the South,8003AA1E0,Partnership #10920
1292:8027A85E0,8027A85E0,1292,Savings Bank of Seattle,800091F20,Partnership #42562
35283:80DF4EA70,80DF4EA70,35283,Bank of Columbus,800EB4020,Sole Proprietorship #768
1853:808539D70,808539D70,1853,Bank of New York,800D379C0,Partnership #11992
14657:807A4A370,807A4A370,14657,Germany Bank #80,800874D10,Partnership #23639
115656:81291E7F0,81291E7F0,115656,Greece Bank #1330,8007D5490,Partnership #41125
329613:80AC3C570,80AC3C570,329613,Australia Bank #502,800D28430,Partnership #36506
